Environment,Plot,Genotype,Rep,Block,Row,Column,Line.type,DTF,HT,Yield
Env2,379,183,2,5,10,19,Entry,79,103.8,3012.9959
Env2,391,184,2,5,10,31,Entry,91,108.8,6203.914
Env2,349,185,2,4,9,29,Entry,88,103.2,3328.8486
Env2,295,186,2,3,8,15,Entry,97,112,5671.2042
Env2,291,187,2,3,8,11,Entry,92,91.2,6088.1522
Env2,285,188,2,3,8,5,Entry,88,84.8,4762.438
Env2,228,189,2,1,6,28,Entry,86,82.6,3803.4677
Env2,263,190,2,2,7,23,Entry,86,72,3146.8022
Env2,270,191,2,2,7,30,Entry,97,82,5717.5272
Env2,207,192,2,1,6,7,Entry,94,79.4,4565.8597
Env2,309,193,2,3,8,29,Check,90,90.8,5054.8815
Env2,393,194,2,5,10,33,Check,89,87,5104.935
Env2,211,195,2,1,6,11,Check,94,102,4746.5404
Env2,373,196,2,5,10,13,Check,88,89,4266.8504
Env2,357,197,2,4,9,37,Check,95,90.4,3939.554
Env2,259,198,2,2,7,19,Check,89,85.4,4420.7848
Env2,279,199,2,2,7,39,Check,100,105.2,6914.4121
Env2,337,200,2,4,9,17,Check,100,98.6,5336.2665
Env3,58,1,1,3,2,23,Entry,76,123,2642.8571
Env3,6,2,1,1,1,6,Entry,65,138,2450.841
Env3,8,3,1,1,1,8,Entry,78,124,2308.7209
Env3,5,4,1,1,1,5,Entry,77,123,2858.7209
Env3,79,5,1,1,2,2,Entry,77,136,3523.8372
Env3,160,6,1,1,4,1,Entry,79,100,2405.9007
Env3,193,7,1,5,5,33,Entry,70,107,2373.3312
Env3,184,8,1,3,5,24,Entry,73,110,3802.3258
Env3,181,9,1,3,5,21,Entry,73,111,3064.331
Env3,162,10,1,1,5,2,Entry,72,114,2957.3255
Env3,153,11,1,1,4,8,Entry,79,124,2544.9487
Env3,80,12,1,1,2,1,Entry,75,117,3222.4768
Env3,117,13,1,5,3,37,Entry,76,111,3166.0973
Env3,46,14,1,5,2,35,Entry,77,126,2941.7075
Env3,199,15,1,5,5,39,Entry,74,118,2293.0233
Env3,28,16,1,4,1,28,Entry,99,116,NA
Env3,24,17,1,3,1,24,Entry,84,118,1643.8953
Env3,170,18,1,2,5,10,Entry,85,113,1302.4709
Env3,173,19,1,2,5,13,Entry,83,112,2524.4798
Env3,10,20,1,2,1,10,Entry,78,122,3087.9099
Env3,98,21,1,3,3,18,Entry,76,121,2537.5
Env3,177,22,1,3,5,17,Entry,72,112,2136.4617
Env3,21,23,1,3,1,21,Entry,78,124,2906.3371
Env3,71,24,1,2,2,10,Entry,77,101,3525.9018
Env3,144,25,1,3,4,17,Entry,79,107,2137.0639
Env3,113,26,1,5,3,33,Entry,69,99,2237.9362
Env3,84,27,1,1,3,4,Entry,77,123,2003.0887
Env3,37,28,1,5,1,37,Entry,72,105,2620.8939
Env3,50,29,1,4,2,31,Entry,78,113,2845.0908
Env3,124,30,1,5,4,37,Entry,77,114,2375.4287
Env3,122,31,1,5,4,39,Entry,77,120,2358.3575
Env3,59,32,1,3,2,22,Entry,72,121,2726.427
Env3,126,33,1,5,4,35,Entry,73,111,2532.6162
Env3,114,34,1,5,3,34,Entry,77,101,2135.8867
Env3,94,35,1,2,3,14,Entry,77,103,3619.5529
Env3,17,36,1,3,1,17,Entry,68,108,2082.3644
Env3,3,37,1,1,1,3,Entry,76,108,2636.8023
Env3,106,38,1,4,3,26,Entry,76,122,3323.7283
Env3,107,39,1,4,3,27,Entry,78,105,1959.9273
Env3,148,40,1,2,4,13,Entry,79,107,2382.2674
Env3,178,41,1,3,5,18,Entry,78,110,3690.0072
Env3,39,42,1,5,1,39,Entry,78,105,2833.114
Env3,91,43,1,2,3,11,Entry,77,116,3720.8154
Env3,121,44,1,5,4,40,Entry,79,111,3228.9542
Env3,179,45,1,3,5,19,Entry,76,121,3255.9999
Env3,190,46,1,4,5,30,Entry,78,109,2913.0814
Env3,139,47,1,3,4,22,Entry,77,108,1867.4418
Env3,12,48,1,2,1,12,Entry,80,108,1654.6366
Env3,52,49,1,4,2,29,Entry,73,111,2983.4302
Env3,128,50,1,5,4,33,Entry,92,110,1490.625
Env3,63,51,1,3,2,18,Entry,82,126,2187.5001
Env3,156,52,1,1,4,5,Entry,76,139,3651.7441
Env3,176,53,1,2,5,16,Entry,76,122,2868.4666
Env3,163,54,1,1,5,3,Entry,76,122,1790.6977
Env3,15,55,1,2,1,15,Entry,74,119,1901.6351
Env3,136,56,1,4,4,25,Entry,80,134,2708.7572
Env3,31,57,1,4,1,31,Entry,87,104,1631.25
Env3,53,58,1,4,2,28,Entry,92,110,1451.7442
Env3,155,59,1,1,4,6,Entry,95,100,NA
Env3,16,60,1,2,1,16,Entry,81,120,3556.5043
Env3,67,61,1,2,2,14,Entry,78,122,2375.7122
Env3,111,62,1,4,3,31,Entry,77,139,2734.5567
Env3,110,63,1,4,3,30,Entry,75,130,1555.3779
Env3,150,64,1,2,4,11,Entry,76,135,2221.8096
Env3,47,65,1,5,2,34,Entry,82,131,3060.9811
Env3,89,66,1,2,3,9,Entry,77,117,2612.4709
Env3,161,67,1,1,5,1,Entry,78,128,2791.5915
Env3,188,68,1,4,5,28,Entry,80,128,2875.029
Env3,131,69,1,4,4,30,Entry,84,125,2368.75
Env3,134,70,1,4,4,27,Entry,78,127,2914.7529
Env3,175,71,1,2,5,15,Entry,78,127,2797.9868
Env3,189,72,1,4,5,29,Entry,71,108,2942.8742
Env3,74,73,1,1,2,7,Entry,78,135,2954.6511
Env3,1,74,1,1,1,1,Entry,68,104,3385.8896
Env3,33,75,1,5,1,33,Entry,71,98,3269.5857
Env3,78,76,1,1,2,3,Entry,71,116,1982.4491
Env3,115,77,1,5,3,35,Entry,72,94,3229.7674
Env3,154,78,1,1,4,7,Entry,71,109,1976.1628
Env3,146,79,1,2,4,15,Entry,74,117,3052.3257
Env3,14,80,1,2,1,14,Entry,72,126,3772.4631
Env3,165,81,1,1,5,5,Entry,84,114,2970.0726
Env3,55,82,1,4,2,26,Entry,78,115,2671.3299
Env3,123,83,1,5,4,38,Entry,80,117,2136.0465
Env3,43,84,1,5,2,38,Entry,80,105,3468.0667
Env3,88,85,1,1,3,8,Entry,80,112,2365.7339
Env3,13,86,1,2,1,13,Entry,69,113,2915.625
Env3,29,87,1,4,1,29,Entry,70,112,2015.5815
Env3,69,88,1,2,2,12,Entry,76,112,1248.3285
Env3,182,89,1,3,5,22,Entry,71,110,3838.0595
Env3,90,90,1,2,3,10,Entry,72,112,4162.1729
Env3,72,91,1,2,2,9,Entry,73,108,1649.3459
Env3,11,92,1,2,1,11,Entry,78,113,3082.5581
Env3,141,93,1,3,4,20,Entry,85,111,3157.6746
Env3,26,94,1,4,1,26,Entry,80,111,1856.25
Env3,42,95,1,5,2,39,Entry,77,120,3039.5929
Env3,187,96,1,4,5,27,Entry,78,119,2968.8226
Env3,38,97,1,5,1,38,Entry,81,106,2211.606
Env3,164,98,1,1,5,4,Entry,81,116,2355.5234
Env3,185,99,1,4,5,25,Entry,78,110,2306.7442
Env3,83,100,1,1,3,3,Entry,78,111,1321.4389
Env3,100,101,1,3,3,20,Entry,79,111,3227.7253
Env3,118,102,1,5,3,38,Entry,77,115,2511.192
Env3,92,103,1,2,3,12,Entry,80,118,2349.0697
Env3,19,104,1,3,1,19,Entry,80,113,2919.4767
Env3,133,105,1,4,4,28,Entry,78,105,3823.9789
Env3,151,106,1,2,4,10,Entry,83,112,2286.7005
Env3,157,107,1,1,4,4,Entry,80,119,2727.8778
Env3,62,108,1,3,2,19,Entry,77,114,3091.7878
Env3,41,109,1,5,2,40,Entry,79,112,1764.0262
Env3,95,110,1,2,3,15,Entry,78,113,3250.7559
Env3,140,111,1,3,4,21,Entry,79,113,2293.3212
Env3,61,112,1,3,2,20,Entry,78,112,3576.4461
Env3,2,113,1,1,1,2,Entry,80,116,2501.279
Env3,40,114,1,5,1,40,Entry,78,119,2538.9535
Env3,129,115,1,4,4,32,Entry,78,111,2338.2994
Env3,64,116,1,3,2,17,Entry,80,115,2974.8183
Env3,32,117,1,4,1,32,Entry,77,114,3139.2078
Env3,65,118,1,2,2,16,Entry,78,115,3552.4164
Env3,195,119,1,5,5,35,Entry,79,117,3897.9288
Env3,119,120,1,5,3,39,Entry,77,116,1652.4164
Env3,87,121,1,1,3,7,Entry,78,116,3315.5343
Env3,27,122,1,4,1,27,Entry,79,112,1931.25
Env3,18,123,1,3,1,18,Entry,78,117,2772.4273
Env3,49,124,1,4,2,32,Entry,77,115,3878.779
Env3,143,125,1,3,4,18,Entry,79,110,2561.3372
Env3,167,126,1,1,5,7,Entry,77,111,3959.2949
Env3,172,127,1,2,5,12,Entry,78,114,3283.3865
Env3,200,128,1,5,5,40,Entry,72,117,2479.6801
Env3,192,129,1,4,5,32,Entry,78,110,3238.8554
Env3,82,130,1,1,3,2,Entry,77,122,3654.9418
Env3,180,131,1,3,5,20,Entry,82,115,2826.6677
Env3,108,132,1,4,3,28,Entry,80,115,1681.686
Env3,183,133,1,3,5,23,Entry,76,122,3587.7906
Env3,4,134,1,1,1,4,Entry,80,114,2772.5292
Env3,48,135,1,5,2,33,Entry,80,113,2542.1511
Env3,149,136,1,2,4,12,Entry,77,114,2928.9353
Env3,186,137,1,4,5,26,Entry,82,111,2693.9316
Env3,25,138,1,4,1,25,Entry,79,114,2207.7616
Env3,158,139,1,1,4,3,Entry,79,112,2157.3837
Env3,54,140,1,4,2,27,Entry,78,108,3236.737
Env3,23,141,1,3,1,23,Entry,76,121,2399.6366
Env3,197,142,1,5,5,37,Entry,80,105,2879.9782
Env3,103,143,1,3,3,23,Entry,76,114,3744.4767
Env3,30,144,1,4,1,30,Entry,80,113,3846.6861
Env3,112,145,1,4,3,32,Entry,76,115,3224.0152
Env3,145,146,1,2,4,16,Entry,78,113,2740.8793
Env3,135,147,1,4,4,26,Entry,76,112,2835.7195
Env3,102,148,1,3,3,22,Entry,78,110,2820.2944
Env3,36,149,1,5,1,36,Entry,78,119,3236.0465
Env3,159,150,1,1,4,2,Entry,78,113,2869.863
Env3,86,151,1,1,3,6,Entry,72,115,3253.4287
Env3,60,152,1,3,2,21,Entry,77,116,3156.1046
Env3,152,153,1,2,4,9,Entry,73,123,2637.5
Env3,132,154,1,4,4,29,Entry,74,125,2272.3546
Env3,51,155,1,4,2,30,Entry,76,118,3607.0857
Env3,9,156,1,2,1,9,Entry,81,120,2294.7384
Env3,81,157,1,1,3,1,Entry,77,117,2350.8139
Env3,137,158,1,3,4,24,Entry,79,115,1964.5349
Env3,174,159,1,2,5,14,Entry,76,115,2918.75
Env3,7,160,1,1,1,7,Entry,73,120,1916.2501
Env3,171,161,1,2,5,11,Entry,79,114,2804.3604
Env3,191,162,1,4,5,31,Entry,72,116,2794.7093
Env3,142,163,1,3,4,19,Entry,76,112,2445.872
Env3,169,164,1,2,5,9,Entry,78,112,2020.9302
Env3,198,165,1,5,5,38,Entry,79,110,3242.9614
Env3,101,166,1,3,3,21,Entry,78,112,2212.5001
Env3,75,167,1,1,2,6,Entry,72,119,2315.1162
Env3,99,168,1,3,3,19,Entry,78,109,2239.3895
Env3,196,169,1,5,5,36,Entry,70,104,3052.974
Env3,44,170,1,5,2,37,Entry,78,110,2810.6469
Env3,109,171,1,4,3,29,Entry,71,100,3936.3372
Env3,45,172,1,5,2,36,Entry,71,114,3217.0638
Env3,166,173,1,1,5,6,Entry,74,109,3325.6579
Env3,96,174,1,2,3,16,Entry,71,111,1987.6743
Env3,168,175,1,1,5,8,Entry,72,100,2579.6511
Env3,130,176,1,4,4,31,Entry,76,105,3396.875
Env3,70,177,1,2,2,11,Entry,76,142,1334.7675
Env3,105,178,1,4,3,25,Entry,97,128,NA
Env3,93,179,1,2,3,13,Entry,70,137,3437.2923
Env3,73,180,1,1,2,8,Entry,85,136,1317.4418
Env3,35,181,1,5,1,35,Entry,68,134,2709.0662
Env3,68,182,1,2,2,13,Entry,71,135,1805.7703
Env3,34,183,1,5,1,34,Entry,71,149,1238.5902
Env3,77,184,1,1,2,4,Entry,97,142,NA
Env3,20,185,1,3,1,20,Entry,65,142,2699.782
Env3,147,186,1,2,4,14,Entry,78,141,3690.0072
Env3,104,187,1,3,3,24,Entry,75,114,2376.3662
Env3,85,188,1,1,3,5,Entry,83,111,2954.6511
Env3,56,189,1,4,2,25,Entry,71,111,3141.7589
Env3,76,190,1,1,2,5,Entry,71,120,1627.5
Env3,138,191,1,3,4,23,Entry,77,105,3565.596
Env3,120,192,1,5,3,40,Entry,73,110,2916.279
Env3,22,193,1,3,1,22,Check,71,127,3830.1019
Env3,97,194,1,3,3,17,Check,74,113,3162.5399
Env3,57,195,1,3,2,24,Check,94,128,NA
Env3,125,196,1,5,4,36,Check,73,119,2803.9867
Env3,194,197,1,5,5,34,Check,76,111,2423.8372
Env3,66,198,1,2,2,15,Check,79,118,2159.5253
Env3,127,199,1,5,4,34,Check,76,123,3389.4883
Env3,116,200,1,5,3,36,Check,94,113,NA
Env3,389,1,2,4,10,29,Entry,77,124,2414.4632
Env3,331,2,2,4,9,30,Entry,66,133,2493.8517
Env3,216,3,2,2,6,16,Entry,78,126,2437.6091
Env3,250,4,2,4,7,31,Entry,77,120,2533.1091
Env3,373,5,2,2,10,13,Entry,78,140,3727.2325
Env3,335,6,2,4,9,26,Entry,80,99,2632.798
Env3,344,7,2,3,9,17,Entry,69,106,2622.093
Env3,255,8,2,4,7,26,Entry,73,107,3668.9679
Env3,227,9,2,4,6,27,Entry,73,113,3152.9069
Env3,209,10,2,2,6,9,Entry,72,112,3181.9403
Env3,289,11,2,2,8,9,Entry,78,120,2706.25
Env3,341,12,2,3,9,20,Entry,76,114,3290.952
Env3,262,13,2,3,7,19,Entry,76,109,3354.1788
Env3,394,14,2,5,10,34,Entry,78,131,3135.1164
Env3,351,15,2,2,9,10,Entry,73,113,2491.7078
Env3,328,16,2,5,9,33,Entry,98,119,NA
Env3,207,17,2,1,6,7,Entry,84,115,1982.1584
Env3,288,18,2,1,8,8,Entry,85,110,1026.2536
Env3,248,19,2,5,7,33,Entry,84,110,2852.3982
Env3,256,20,2,4,7,25,Entry,78,116,3807.2964
Env3,333,21,2,4,9,28,Entry,76,126,2299.971
Env3,378,22,2,3,10,18,Entry,73,115,2361.8896
Env3,365,23,2,1,10,5,Entry,77,123,2724.4186
Env3,222,24,2,3,6,22,Entry,76,104,3683.7209
Env3,242,25,2,5,7,39,Entry,80,112,2116.8604
Env3,370,26,2,2,10,10,Entry,68,94,2746.33
Env3,392,27,2,4,10,32,Entry,78,124,2111.7732
Env3,220,28,2,3,6,20,Entry,73,101,2948.2558
Env3,353,29,2,1,9,8,Entry,79,109,2955.8866
Env3,285,30,2,1,8,5,Entry,77,110,2747.1801
Env3,390,31,2,4,10,30,Entry,78,118,2334.473
Env3,322,32,2,5,9,39,Entry,73,118,2797.1148
Env3,325,33,2,5,9,36,Entry,74,112,2705.5815
Env3,361,34,2,1,10,1,Entry,78,99,2356.6571
Env3,318,35,2,5,8,38,Entry,78,103,3223.2558
Env3,295,36,2,2,8,15,Entry,69,111,2080.1453
Env3,364,37,2,1,10,4,Entry,76,104,2204.2151
Env3,343,38,2,3,9,18,Entry,77,116,3182.2674
Env3,204,39,2,1,6,4,Entry,78,109,1659.0407
Env3,349,40,2,2,9,12,Entry,79,104,2158.1687
Env3,234,41,2,5,6,34,Entry,77,110,3041.2064
Env3,210,42,2,2,6,10,Entry,78,108,2497.3837
Env3,239,43,2,5,6,39,Entry,77,123,3774.6366
Env3,221,44,2,3,6,21,Entry,79,107,3569.1859
Env3,340,45,2,3,9,21,Entry,76,113,3448.0885
Env3,253,46,2,4,7,28,Entry,77,108,3025
Env3,205,47,2,1,6,5,Entry,77,111,1321.4389
Env3,244,48,2,5,7,37,Entry,81,107,1526.4535
Env3,348,49,2,2,9,13,Entry,72,113,2638.6481
Env3,312,50,2,4,8,32,Entry,93,114,1316.1373
Env3,310,51,2,4,8,30,Entry,83,122,2472.1874
Env3,296,52,2,2,8,16,Entry,77,133,3831.25
Env3,347,53,2,2,9,14,Entry,77,126,2520.4214
Env3,282,54,2,1,8,2,Entry,76,122,1685.6867
Env3,283,55,2,1,8,3,Entry,75,125,1987.3911
Env3,345,56,2,2,9,16,Entry,79,135,2791.6062
Env3,213,57,2,2,6,13,Entry,88,104,1351.29
Env3,246,58,2,5,7,35,Entry,91,106,1869.2587
Env3,367,59,2,1,10,7,Entry,94,93,NA
Env3,264,60,2,3,7,17,Entry,80,117,3500
Env3,240,61,2,5,6,40,Entry,78,123,2017.1002
Env3,274,62,2,1,7,7,Entry,78,134,2967.1513
Env3,231,63,2,4,6,31,Entry,75,131,1354.2732
Env3,368,64,2,1,10,8,Entry,77,134,1835.1018
Env3,233,65,2,5,6,33,Entry,80,129,2179.7528
Env3,218,66,2,3,6,18,Entry,78,115,2454.128
Env3,225,67,2,4,6,25,Entry,79,128,2526.9185
Env3,237,68,2,5,6,37,Entry,80,126,2499.0699
Env3,400,69,2,5,10,40,Entry,83,124,2406.1046
Env3,280,70,2,1,7,1,Entry,78,121,2354.3604
Env3,391,71,2,4,10,31,Entry,79,131,2030.487
Env3,320,72,2,5,8,40,Entry,71,105,2794.186
Env3,382,73,2,3,10,22,Entry,78,130,2405.4507
Env3,388,74,2,4,10,28,Entry,68,102,2908.4302
Env3,359,75,2,1,9,2,Entry,70,94,3523.8372
Env3,202,76,2,1,6,2,Entry,72,113,1509.3023
Env3,286,77,2,1,8,6,Entry,73,99,2892.4563
Env3,215,78,2,2,6,15,Entry,70,104,1714.0261
Env3,308,79,2,4,8,28,Entry,74,120,2761.8459
Env3,339,80,2,3,9,22,Entry,73,122,3383.1395
Env3,235,81,2,5,6,35,Entry,83,110,2579.6511
Env3,366,82,2,1,10,6,Entry,79,115,1927.0058
Env3,268,83,2,2,7,13,Entry,80,114,2092.9069
Env3,355,84,2,1,9,6,Entry,80,104,3628.561
Env3,297,85,2,3,8,17,Entry,81,107,2140.9157
Env3,275,86,2,1,7,6,Entry,70,113,2414.0735
Env3,230,87,2,4,6,30,Entry,71,111,2935.4651
Env3,330,88,2,4,9,31,Entry,77,114,3229.5565
Env3,375,89,2,2,10,15,Entry,71,112,3056.4098
Env3,270,90,2,2,7,11,Entry,73,114,4013.0813
Env3,299,91,2,3,8,19,Entry,73,111,2807.3291
Env3,232,92,2,4,6,32,Entry,79,109,2766.1702
Env3,379,93,2,3,10,19,Entry,84,109,3255.2325
Env3,350,94,2,2,9,11,Entry,80,109,1424.5421
Env3,303,95,2,3,8,23,Entry,77,113,3053.779
Env3,313,96,2,5,8,33,Entry,78,115,2813.8955
Env3,369,97,2,2,10,9,Entry,82,101,2086.221
Env3,356,98,2,1,9,5,Entry,80,115,2537.6454
Env3,371,99,2,2,10,11,Entry,79,107,1726.9622
Env3,290,100,2,2,8,10,Entry,78,115,1019.4985
Env3,326,101,2,5,9,35,Entry,78,107,3649.7092
Env3,224,102,2,3,6,24,Entry,78,113,2105.5379
Env3,362,103,2,1,10,2,Entry,81,112,2524.5422
Env3,332,104,2,4,9,29,Entry,80,111,2852.3982
Env3,323,105,2,5,9,38,Entry,79,109,3811.6279
Env3,247,106,2,5,7,34,Entry,82,113,1785.6031
Env3,363,107,2,1,10,3,Entry,80,114,2640.7704
Env3,243,108,2,5,7,38,Entry,77,115,2711.6279
Env3,384,109,2,3,10,24,Entry,80,110,1542.1294
Env3,214,110,2,2,6,14,Entry,79,115,2922.6744
Env3,273,111,2,1,7,8,Entry,80,111,1991.0755
Env3,291,112,2,2,8,11,Entry,79,115,2779.7965
Env3,281,113,2,1,8,1,Entry,80,113,1989.6367
Env3,292,114,2,2,8,12,Entry,77,122,3106.3298
Env3,223,115,2,3,6,23,Entry,78,106,2299.3822
Env3,360,116,2,1,9,1,Entry,81,113,2251.1628
Env3,374,117,2,2,10,14,Entry,78,110,3210.4651
Env3,307,118,2,4,8,27,Entry,80,115,3521.8386
Env3,309,119,2,4,8,29,Entry,79,112,3575
Env3,241,120,2,5,7,40,Entry,77,113,1291.9913
Env3,327,121,2,5,9,34,Entry,78,114,2962.8381
Env3,386,122,2,4,10,26,Entry,80,113,1777.907
Env3,376,123,2,2,10,16,Entry,79,116,1835.5813
Env3,266,124,2,2,7,15,Entry,78,111,3581.3953
Env3,316,125,2,5,8,36,Entry,78,115,3255.2325
Env3,298,126,2,3,8,18,Entry,78,112,3620.4068
Env3,267,127,2,2,7,14,Entry,78,114,2987.6745
Env3,380,128,2,3,10,20,Entry,72,110,2730.8139
Env3,301,129,2,3,8,21,Entry,79,112,3114.5348
Env3,260,130,2,3,7,21,Entry,76,120,3787.5
Env3,245,131,2,5,7,36,Entry,81,117,2652.3836
Env3,396,132,2,5,10,36,Entry,80,115,1636.8642
Env3,337,133,2,3,9,24,Entry,75,127,3259.535
Env3,342,134,2,3,9,19,Entry,79,115,2168.6773
Env3,229,135,2,4,6,29,Entry,81,113,2420.814
Env3,302,136,2,3,8,22,Entry,78,117,2608.561
Env3,334,137,2,4,9,27,Entry,81,110,2762.7907
Env3,383,138,2,3,10,23,Entry,80,114,1901.628
Env3,236,139,2,5,6,36,Entry,78,113,2038.3321
Env3,228,140,2,4,6,28,Entry,79,113,3104.6075
Env3,238,141,2,5,6,38,Entry,78,118,2032.7398
Env3,211,142,2,2,6,11,Entry,79,103,2772.5364
Env3,226,143,2,4,6,26,Entry,76,117,3544.4767
Env3,287,144,2,1,8,7,Entry,80,111,3616.5697
Env3,321,145,2,5,9,40,Entry,77,113,3205.625
Env3,381,146,2,3,10,21,Entry,79,114,2244.404
Env3,219,147,2,3,6,19,Entry,77,115,2858.8662
Env3,293,148,2,2,8,13,Entry,79,113,2826.7441
Env3,306,149,2,4,8,26,Entry,79,117,3125.8432
Env3,395,150,2,5,10,35,Entry,79,115,2942.7906
Env3,311,151,2,4,8,31,Entry,73,115,3408.7209
Env3,212,152,2,2,6,12,Entry,77,112,3415.1162
Env3,324,153,2,5,9,37,Entry,74,123,3555.8139
Env3,393,154,2,5,10,33,Entry,75,126,2725.1273
Env3,329,155,2,4,9,32,Entry,77,121,3483.0305
Env3,377,156,2,3,10,17,Entry,82,114,2047.6018
Env3,279,157,2,1,7,2,Entry,78,114,2219.2696
Env3,385,158,2,4,10,25,Entry,80,115,1655.8139
Env3,217,159,2,3,6,17,Entry,77,114,3719.1133
Env3,258,160,2,3,7,23,Entry,71,115,1593.8044
Env3,357,161,2,1,9,4,Entry,79,114,2933.1831
Env3,201,162,2,1,6,1,Entry,73,112,3939.0261
Env3,263,163,2,3,7,18,Entry,76,114,3440.276
Env3,399,164,2,5,10,39,Entry,79,110,1893.0014
Env3,317,165,2,5,8,37,Entry,80,113,3078.4228
Env3,346,166,2,2,9,15,Entry,80,111,2040.1163
Env3,271,167,2,2,7,10,Entry,74,123,1976.1628
Env3,305,168,2,4,8,25,Entry,79,116,2985.3199
Env3,257,169,2,3,7,24,Entry,69,105,2956.25
Env3,203,170,2,1,6,3,Entry,76,113,2291.9695
Env3,269,171,2,2,7,12,Entry,70,98,4027.5436
Env3,276,172,2,1,7,5,Entry,71,114,3466.279
Env3,261,173,2,3,7,20,Entry,73,106,3459.8837
Env3,300,174,2,3,8,20,Entry,72,112,2829.8545
Env3,354,175,2,1,9,7,Entry,71,97,2785.0436
Env3,319,176,2,5,8,39,Entry,76,105,3299.444
Env3,372,177,2,2,10,12,Entry,77,148,1513.5174
Env3,304,178,2,3,8,24,Entry,95,127,NA
Env3,284,179,2,1,8,4,Entry,70,133,2983.4302
Env3,251,180,2,4,7,30,Entry,86,131,1343.0232
Env3,249,181,2,4,7,32,Entry,68,131,2327.9069
Env3,294,182,2,2,8,14,Entry,71,132,1521.8241
Env3,315,183,2,5,8,35,Entry,71,145,1742.3693
Env3,314,184,2,5,8,34,Entry,95,139,NA
